timestamp,ticket,symbol,type,volume,open_price,close_price,open_time,close_time,sl,tp,profit,commission,swap,strategy_params
2025-10-11 17:06:58.394146,100000,BTCUSD,BUY,0.01,44949.83368084889,45094.94561195797,2025-10-11 17:01:58.394146,2025-10-11 17:02:58.394146,44766.12411994955,45319.156793597904,30.230675894264955,0.5,0.0,"{'sl_points': 500, 'tp_points': 1000, 'max_risk_percent': 1.0, 'max_lot_size': 0.01, 'jaw_period': 21, 'teeth_period': 13, 'lips_period': 8, 'min_volatility_threshold': 0.002, 'max_spread_percentage': 0.5, 'ai_temperature': 0.7, 'cache_ttl': 30, 'position_sizing_method': 'fixed'}"
2025-10-11 17:06:58.394146,100001,BTCUSD,SELL,0.01,44983.352584073946,44833.2860984353,2025-10-11 17:02:58.394146,2025-10-11 17:03:58.394146,44661.279539615694,45265.34921063039,-26.273526446023723,0.5,0.0,"{'sl_points': 500, 'tp_points': 1000, 'max_risk_percent': 1.0, 'max_lot_size': 0.01, 'jaw_period': 21, 'teeth_period': 13, 'lips_period': 8, 'min_volatility_threshold': 0.002, 'max_spread_percentage': 0.5, 'ai_temperature': 0.7, 'cache_ttl': 30, 'position_sizing_method': 'fixed'}"
2025-10-11 17:06:58.394146,100002,BTCUSD,BUY,0.01,44971.420784267735,44762.31790422377,2025-10-11 17:03:58.394146,2025-10-11 17:04:58.394146,44635.6219514223,45183.5626637838,33.539028224590325,0.5,0.0,"{'sl_points': 500, 'tp_points': 1000, 'max_risk_percent': 1.0, 'max_lot_size': 0.01, 'jaw_period': 21, 'teeth_period': 13, 'lips_period': 8, 'min_volatility_threshold': 0.002, 'max_spread_percentage': 0.5, 'ai_temperature': 0.7, 'cache_ttl': 30, 'position_sizing_method': 'fixed'}"
2025-10-11 17:06:58.396150,100003,BTCUSD,SELL,0.01,44785.65904683697,44804.51540493503,2025-10-11 17:04:58.394146,2025-10-11 17:05:58.394146,44637.487251549144,45145.044753831724,97.75129430496419,0.5,0.0,"{'sl_points': 500, 'tp_points': 1000, 'max_risk_percent': 1.0, 'max_lot_size': 0.01, 'jaw_period': 21, 'teeth_period': 13, 'lips_period': 8, 'min_volatility_threshold': 0.002, 'max_spread_percentage': 0.5, 'ai_temperature': 0.7, 'cache_ttl': 30, 'position_sizing_method': 'fixed'}"
2025-10-11 17:06:58.396150,100004,BTCUSD,BUY,0.01,44801.14556048742,44749.092987890515,2025-10-11 17:05:58.394146,2025-10-11 17:06:58.394146,44560.41369565559,45137.770419446926,-47.862769631909934,0.5,0.0,"{'sl_points': 500, 'tp_points': 1000, 'max_risk_percent': 1.0, 'max_lot_size': 0.01, 'jaw_period': 21, 'teeth_period': 13, 'lips_period': 8, 'min_volatility_threshold': 0.002, 'max_spread_percentage': 0.5, 'ai_temperature': 0.7, 'cache_ttl': 30, 'position_sizing_method': 'fixed'}"
2025-10-11 17:06:59.397313,100000,BTCUSD,BUY,0.01,45010.13284182611,45113.12941701091,2025-10-11 17:01:59.397313,2025-10-11 17:02:59.397313,44772.48751909959,45209.58244904341,38.70683101898638,0.5,0.0,"{'sl_points': 500, 'tp_points': 1000, 'max_risk_percent': 1.0, 'max_lot_size': 0.01, 'jaw_period': 21, 'teeth_period': 13, 'lips_period': 8, 'min_volatility_threshold': 0.002, 'max_spread_percentage': 0.5, 'ai_temperature': 0.7, 'cache_ttl': 30, 'position_sizing_method': 'fixed'}"
2025-10-11 17:06:59.397313,100001,BTCUSD,SELL,0.01,44984.46774421052,44922.66876166918,2025-10-11 17:02:59.397313,2025-10-11 17:03:59.397313,44627.75711240233,45329.58927089606,96.16176535800912,0.5,0.0,"{'sl_points': 500, 'tp_points': 1000, 'max_risk_percent': 1.0, 'max_lot_size': 0.01, 'jaw_period': 21, 'teeth_period': 13, 'lips_period': 8, 'min_volatility_threshold': 0.002, 'max_spread_percentage': 0.5, 'ai_temperature': 0.7, 'cache_ttl': 30, 'position_sizing_method': 'fixed'}"
2025-10-11 17:06:59.397313,100002,BTCUSD,BUY,0.01,45034.06790852108,44885.9637725899,2025-10-11 17:03:59.397313,2025-10-11 17:04:59.397313,44660.46494153057,45206.64106068052,80.88489920306893,0.5,0.0,"{'sl_points': 500, 'tp_points': 1000, 'max_risk_percent': 1.0, 'max_lot_size': 0.01, 'jaw_period': 21, 'teeth_period': 13, 'lips_period': 8, 'min_volatility_threshold': 0.002, 'max_spread_percentage': 0.5, 'ai_temperature': 0.7, 'cache_ttl': 30, 'position_sizing_method': 'fixed'}"
2025-10-11 17:06:59.397313,100003,BTCUSD,SELL,0.01,45044.95203065329,45047.45054329287,2025-10-11 17:04:59.397313,2025-10-11 17:05:59.397313,44773.0587387911,45251.11485317119,-56.922167198612044,0.5,0.0,"{'sl_points': 500, 'tp_points': 1000, 'max_risk_percent': 1.0, 'max_lot_size': 0.01, 'jaw_period': 21, 'teeth_period': 13, 'lips_period': 8, 'min_volatility_threshold': 0.002, 'max_spread_percentage': 0.5, 'ai_temperature': 0.7, 'cache_ttl': 30, 'position_sizing_method': 'fixed'}"
2025-10-11 17:06:59.398830,100004,BTCUSD,BUY,0.01,45117.05833968381,45043.014613607396,2025-10-11 17:05:59.397313,2025-10-11 17:06:59.397313,44768.83091256562,45355.26503967087,44.68907247408517,0.5,0.0,"{'sl_points': 500, 'tp_points': 1000, 'max_risk_percent': 1.0, 'max_lot_size': 0.01, 'jaw_period': 21, 'teeth_period': 13, 'lips_period': 8, 'min_volatility_threshold': 0.002, 'max_spread_percentage': 0.5, 'ai_temperature': 0.7, 'cache_ttl': 30, 'position_sizing_method': 'fixed'}"
